test_rmse_step,step,test_rmse_epoch,test_r_squared,epoch
49.57463836669922,0,,,
72.781982421875,1,,,
47.02024459838867,2,,,
68.65970611572266,3,,,
57.1490592956543,4,,,
49.56680679321289,5,,,
71.94804382324219,6,,,
50.540252685546875,7,,,
38.9337043762207,8,,,
73.0785140991211,9,,,
40.68110656738281,10,,,
69.8591079711914,11,,,
49.4596061706543,12,,,
49.79172897338867,13,,,
182.32333374023438,14,,,
41.04619216918945,15,,,
78.517578125,16,,,
41.01019287109375,17,,,
54.26838302612305,18,,,
38.62446212768555,19,,,
50.7673454284668,20,,,
46.1590690612793,21,,,
63.95917892456055,22,,,
58.60465621948242,23,,,
50.42997741699219,24,,,
56.68101119995117,25,,,
60.81328201293945,26,,,
96.119873046875,27,,,
53.87260437011719,28,,,
30.911157608032227,29,,,
43.85211944580078,30,,,
97.14509582519531,31,,,
64.04685974121094,32,,,
56.43136978149414,33,,,
46.3660774230957,34,,,
57.152740478515625,35,,,
64.65438842773438,36,,,
84.19901275634766,37,,,
51.84182357788086,38,,,
61.72483825683594,39,,,
64.20326232910156,40,,,
39.14508819580078,41,,,
85.00294494628906,42,,,
119.8247299194336,43,,,
160.77877807617188,44,,,
59.35272216796875,45,,,
227.70909118652344,46,,,
109.62215423583984,47,,,
46.05951690673828,48,,,
28.8200740814209,49,,,
43.12535858154297,50,,,
41.18020248413086,51,,,
54.0611457824707,52,,,
34.669769287109375,53,,,
151.3445281982422,54,,,
71.05683898925781,55,,,
121.18744659423828,56,,,
52.542972564697266,57,,,
63.665687561035156,58,,,
46.360008239746094,59,,,
62.07862091064453,60,,,
32.12775421142578,61,,,
93.39373779296875,62,,,
253.10491943359375,63,,,
33.41612243652344,64,,,
49.61311721801758,65,,,
45.81472396850586,66,,,
105.41175079345703,67,,,
64.1391830444336,68,,,
56.0237922668457,69,,,
45.83474349975586,70,,,
51.229496002197266,71,,,
58.547183990478516,72,,,
318.5651550292969,73,,,
40.47903060913086,74,,,
48.357810974121094,75,,,
42.742103576660156,76,,,
80.01358795166016,77,,,
44.12603759765625,78,,,
58.17768478393555,79,,,
80.00789642333984,80,,,
60.287837982177734,81,,,
48.32647705078125,82,,,
39.29762268066406,83,,,
53.55022048950195,84,,,
76.26812744140625,85,,,
25.9010066986084,86,,,
55.09736633300781,87,,,
67.49742889404297,88,,,
58.00913619995117,89,,,
66.10467529296875,90,,,
42.55168914794922,91,,,
40.993934631347656,92,,,
85.5945053100586,93,,,
249.05860900878906,94,,,
81.7149429321289,95,,,
58.408958435058594,96,,,
47.29432678222656,97,,,
46.95960235595703,98,,,
71.94963836669922,99,,,
88.3667984008789,100,,,
62.25336456298828,101,,,
68.20716857910156,102,,,
82.17033386230469,103,,,
60.13864517211914,104,,,
73.52855682373047,105,,,
66.37420654296875,106,,,
74.89326477050781,107,,,
53.360931396484375,108,,,
50.2054443359375,109,,,
54.00416564941406,110,,,
44.123069763183594,111,,,
41.34346389770508,112,,,
40.775779724121094,113,,,
68.15113830566406,114,,,
133.1912078857422,115,,,
137.7285614013672,116,,,
51.407413482666016,117,,,
46.64729690551758,118,,,
31.10008430480957,119,,,
120.58473205566406,120,,,
42.79648208618164,121,,,
49.94779968261719,122,,,
44.499916076660156,123,,,
69.94412231445312,124,,,
46.56117248535156,125,,,
176.36891174316406,126,,,
52.15643310546875,127,,,
49.729793548583984,128,,,
89.36827087402344,129,,,
59.266868591308594,130,,,
41.864009857177734,131,,,
64.2735595703125,132,,,
60.825531005859375,133,,,
55.4905891418457,134,,,
46.56020736694336,135,,,
68.38065338134766,136,,,
53.14571762084961,137,,,
58.62599563598633,138,,,
70.10235595703125,139,,,
37.555381774902344,140,,,
36.94354248046875,141,,,
64.74272155761719,142,,,
56.182395935058594,143,,,
330.3745422363281,144,,,
38.44540786743164,145,,,
42.1512336730957,146,,,
125.32384490966797,147,,,
45.35398864746094,148,,,
307.6247863769531,149,,,
81.62244415283203,150,,,
52.127159118652344,151,,,
43.505863189697266,152,,,
62.719688415527344,153,,,
33.055824279785156,154,,,
72.97979736328125,155,,,
38.27176284790039,156,,,
63.925941467285156,157,,,
36.66335678100586,158,,,
108.76922607421875,159,,,
36.446006774902344,160,,,
37.79607391357422,161,,,
42.39867401123047,162,,,
29.658916473388672,163,,,
68.57671356201172,164,,,
56.13804244995117,165,,,
75.27314758300781,166,,,
49.435829162597656,167,,,
61.82893753051758,168,,,
