test_rmse_step,step,test_rmse_epoch,test_r_squared,epoch
43.13114929199219,0,,,
161.71505737304688,1,,,
44.697452545166016,2,,,
59.768898010253906,3,,,
43.57966995239258,4,,,
47.442100524902344,5,,,
47.93320846557617,6,,,
44.1772575378418,7,,,
69.30477905273438,8,,,
187.76585388183594,9,,,
66.83075714111328,10,,,
55.21330642700195,11,,,
54.354736328125,12,,,
62.37006759643555,13,,,
50.68829345703125,14,,,
51.06607437133789,15,,,
58.00294876098633,16,,,
59.40779113769531,17,,,
431.2130432128906,18,,,
46.16775131225586,19,,,
88.63404083251953,20,,,
38.15501403808594,21,,,
59.24338150024414,22,,,
33.17306137084961,23,,,
52.35976791381836,24,,,
53.81804275512695,25,,,
50.761295318603516,26,,,
48.835731506347656,27,,,
60.34065628051758,28,,,
43.33266067504883,29,,,
56.86811828613281,30,,,
26.756301879882812,31,,,
45.46511459350586,32,,,
42.18533706665039,33,,,
51.14686584472656,34,,,
32.921085357666016,35,,,
64.09261322021484,36,,,
55.698055267333984,37,,,
57.72775650024414,38,,,
62.68857192993164,39,,,
35.140533447265625,40,,,
58.077491760253906,41,,,
105.79777526855469,42,,,
232.02200317382812,43,,,
41.332069396972656,44,,,
46.09686279296875,45,,,
239.1984405517578,46,,,
38.02574157714844,47,,,
29.883501052856445,48,,,
44.697044372558594,49,,,
50.179325103759766,50,,,
105.55646514892578,51,,,
55.971031188964844,52,,,
54.28913879394531,53,,,
29.25875473022461,54,,,
54.967376708984375,55,,,
32.566898345947266,56,,,
40.22334671020508,57,,,
68.99405670166016,58,,,
42.04020309448242,59,,,
57.48984146118164,60,,,
27.079513549804688,61,,,
82.23709869384766,62,,,
56.857093811035156,63,,,
35.48600769042969,64,,,
59.45427703857422,65,,,
61.076255798339844,66,,,
112.14649200439453,67,,,
81.44981384277344,68,,,
70.92887878417969,69,,,
39.72453689575195,70,,,
43.37071990966797,71,,,
56.9086799621582,72,,,
39.242916107177734,73,,,
53.65403366088867,74,,,
47.165401458740234,75,,,
52.81373977661133,76,,,
51.1867561340332,77,,,
48.945796966552734,78,,,
50.35176467895508,79,,,
65.0035171508789,80,,,
22.1071720123291,81,,,
44.67598342895508,82,,,
394.18145751953125,83,,,
37.84334945678711,84,,,
57.560218811035156,85,,,
40.73128890991211,86,,,
35.366798400878906,87,,,
55.276695251464844,88,,,
27.839466094970703,89,,,
49.22589111328125,90,,,
29.49359703063965,91,,,
75.56219482421875,92,,,
67.35985565185547,93,,,
63.21176528930664,94,,,
119.22772216796875,95,,,
23.026065826416016,96,,,
90.30243682861328,97,,,
41.445953369140625,98,,,
61.3027458190918,99,,,
85.43550872802734,100,,,
152.27064514160156,101,,,
55.055206298828125,102,,,
97.26903533935547,103,,,
44.1182975769043,104,,,
88.72695922851562,105,,,
37.55112075805664,106,,,
134.13436889648438,107,,,
55.03703308105469,108,,,
51.60908508300781,109,,,
44.001190185546875,110,,,
39.704627990722656,111,,,
53.33610153198242,112,,,
53.44728469848633,113,,,
46.74653244018555,114,,,
171.64739990234375,115,,,
85.14775085449219,116,,,
47.23664474487305,117,,,
67.06250762939453,118,,,
44.9556770324707,119,,,
51.93828201293945,120,,,
40.95429229736328,121,,,
41.74716567993164,122,,,
38.216922760009766,123,,,
57.596195220947266,124,,,
205.0531463623047,125,,,
56.56181716918945,126,,,
45.3312873840332,127,,,
100.92084503173828,128,,,
54.4384765625,129,,,
65.30555725097656,130,,,
35.45907211303711,131,,,
64.81273651123047,132,,,
54.18226623535156,133,,,
41.456817626953125,134,,,
71.55413055419922,135,,,
34.3363037109375,136,,,
42.18057632446289,137,,,
32.98728942871094,138,,,
