test_rmse_step,step,test_rmse_epoch,test_r_squared,epoch
45.415565490722656,0,,,
57.71247100830078,1,,,
60.07094192504883,2,,,
42.60586929321289,3,,,
44.88063049316406,4,,,
50.3262939453125,5,,,
139.9162139892578,6,,,
36.54927444458008,7,,,
40.48176574707031,8,,,
82.1778335571289,9,,,
30.899776458740234,10,,,
76.7302017211914,11,,,
65.35816955566406,12,,,
121.0209732055664,13,,,
49.69784164428711,14,,,
40.128753662109375,15,,,
54.37466049194336,16,,,
43.3798942565918,17,,,
54.80278015136719,18,,,
43.22745895385742,19,,,
69.89080047607422,20,,,
26.687681198120117,21,,,
63.96138000488281,22,,,
167.4214324951172,23,,,
106.54566955566406,24,,,
48.386863708496094,25,,,
66.60692596435547,26,,,
37.34519958496094,27,,,
92.79174041748047,28,,,
64.93990325927734,29,,,
75.1124038696289,30,,,
46.99566650390625,31,,,
137.2888946533203,32,,,
65.39737701416016,33,,,
61.244625091552734,34,,,
52.82765197753906,35,,,
62.30014419555664,36,,,
51.472206115722656,37,,,
74.68775177001953,38,,,
46.71168899536133,39,,,
146.1088409423828,40,,,
51.0788459777832,41,,,
143.2330322265625,42,,,
64.35100555419922,43,,,
34.183433532714844,44,,,
55.57592010498047,45,,,
53.79057693481445,46,,,
55.10908126831055,47,,,
45.238258361816406,48,,,
35.586753845214844,49,,,
34.89117431640625,50,,,
236.13516235351562,51,,,
139.05465698242188,52,,,
43.805267333984375,53,,,
38.16636657714844,54,,,
32.67422866821289,55,,,
57.783241271972656,56,,,
64.93594360351562,57,,,
82.97167205810547,58,,,
28.75890350341797,59,,,
70.95973205566406,60,,,
36.5777587890625,61,,,
41.035831451416016,62,,,
51.299137115478516,63,,,
25.83747100830078,64,,,
51.613189697265625,65,,,
28.54295539855957,66,,,
41.96211624145508,67,,,
310.5706481933594,68,,,
102.65904998779297,69,,,
60.979286193847656,70,,,
51.992000579833984,71,,,
41.02347183227539,72,,,
72.8924331665039,73,,,
30.645971298217773,74,,,
31.193347930908203,75,,,
95.5088119506836,76,,,
40.26890182495117,77,,,
52.59543228149414,78,,,
65.96226501464844,79,,,
139.2040252685547,80,,,
51.800968170166016,81,,,
48.03960418701172,82,,,
145.1834259033203,83,,,
61.669090270996094,84,,,
48.762847900390625,85,,,
69.166748046875,86,,,
43.03760528564453,87,,,
42.06334686279297,88,,,
55.66008758544922,89,,,
78.09568786621094,90,,,
56.57521057128906,91,,,
40.02777862548828,92,,,
40.183815002441406,93,,,
120.16605377197266,94,,,
25.12289810180664,95,,,
23.898752212524414,96,,,
47.37740707397461,97,,,
42.33890914916992,98,,,
64.13646697998047,99,,,
70.92025756835938,100,,,
53.23127746582031,101,,,
43.453758239746094,102,,,
24.302431106567383,103,,,
47.03519058227539,104,,,
73.18026733398438,105,,,
39.368160247802734,106,,,
73.36539459228516,107,,,
62.107723236083984,108,,,
49.105411529541016,109,,,
87.57457733154297,110,,,
47.49348068237305,111,,,
30.217082977294922,112,,,
46.75592803955078,113,,,
212.06639099121094,114,,,
36.733802795410156,115,,,
148.67388916015625,116,,,
107.4583969116211,117,,,
71.48294830322266,118,,,
70.38074493408203,119,,,
49.427433013916016,120,,,
52.00252914428711,121,,,
92.18681335449219,122,,,
67.22726440429688,123,,,
54.95481872558594,124,,,
111.31745910644531,125,,,
61.591636657714844,126,,,
39.1209716796875,127,,,
32.79405975341797,128,,,
171.1797637939453,129,,,
440.79571533203125,130,,,
94.629638671875,131,,,
26.51202392578125,132,,,
322.08447265625,133,,,
60.54991912841797,134,,,
144.51455688476562,135,,,
51.82147216796875,136,,,
58.22921371459961,137,,,
84.899658203125,138,,,
41.47284698486328,139,,,
42.505889892578125,140,,,
58.478363037109375,141,,,
64.19065856933594,142,,,
54.65779495239258,143,,,
54.16239547729492,144,,,
48.28776168823242,145,,,
53.84269714355469,146,,,
60.24886703491211,147,,,
44.73237609863281,148,,,
41.1695671081543,149,,,
49.75053405761719,150,,,
86.62982177734375,151,,,
40.00327682495117,152,,,
73.13727569580078,153,,,
51.707855224609375,154,,,
31.317970275878906,155,,,
37.299964904785156,156,,,
41.72030258178711,157,,,
61.955875396728516,158,,,
59.20162582397461,159,,,
89.73048400878906,160,,,
70.5940170288086,161,,,
27.343564987182617,162,,,
67.55235290527344,163,,,
71.95142364501953,164,,,
46.55625534057617,165,,,
258.4050598144531,166,,,
42.894710540771484,167,,,
60.672332763671875,168,,,
113.61347961425781,169,,,
35.8165168762207,170,,,
39.755584716796875,171,,,
69.11288452148438,172,,,
49.46427536010742,173,,,
69.59367370605469,174,,,
43.14962387084961,175,,,
40.634788513183594,176,,,
32.30176544189453,177,,,
56.472015380859375,178,,,
57.77275848388672,179,,,
61.74281692504883,180,,,
53.73018264770508,181,,,
72.21084594726562,182,,,
71.81640625,183,,,
38.54496383666992,184,,,
50.35875701904297,185,,,
46.63764572143555,186,,,
50.54909133911133,187,,,
44.950950622558594,188,,,
63.35897445678711,189,,,
39.95066833496094,190,,,
29.000349044799805,191,,,
190.23953247070312,192,,,
53.816917419433594,193,,,
131.5349578857422,194,,,
38.92079162597656,195,,,
58.29841232299805,196,,,
47.21465301513672,197,,,
76.01800537109375,198,,,
77.11894226074219,199,,,
60.75655746459961,200,,,
43.503700256347656,201,,,
74.97615814208984,202,,,
52.39229965209961,203,,,
100.62816619873047,204,,,
60.493473052978516,205,,,
42.26797866821289,206,,,
53.534324645996094,207,,,
58.863258361816406,208,,,
107.65115356445312,209,,,
36.761898040771484,210,,,
83.79165649414062,211,,,
55.32756042480469,212,,,
49.44466018676758,213,,,
52.50084686279297,214,,,
71.743896484375,215,,,
39.85805130004883,216,,,
49.2708854675293,217,,,
45.74655532836914,218,,,
161.62939453125,219,,,
41.159610748291016,220,,,
55.84633255004883,221,,,
43.51816177368164,222,,,
71.85283660888672,223,,,
61.68377685546875,224,,,
62.13709259033203,225,,,
51.339473724365234,226,,,
69.42522430419922,227,,,
60.27052307128906,228,,,
