test_rmse_step,step,test_rmse_epoch,test_r_squared,epoch
119.27557373046875,0,,,
60.765132904052734,1,,,
59.40635299682617,2,,,
47.7155876159668,3,,,
127.86618041992188,4,,,
67.3879165649414,5,,,
33.853084564208984,6,,,
34.518917083740234,7,,,
156.32806396484375,8,,,
63.33012390136719,9,,,
55.14537811279297,10,,,
72.6805419921875,11,,,
64.73663330078125,12,,,
58.76987838745117,13,,,
48.595428466796875,14,,,
323.67755126953125,15,,,
37.99663162231445,16,,,
52.11567687988281,17,,,
87.32073211669922,18,,,
50.300479888916016,19,,,
56.32245635986328,20,,,
40.16937255859375,21,,,
67.2240982055664,22,,,
66.03047180175781,23,,,
42.72050857543945,24,,,
67.282958984375,25,,,
49.16533660888672,26,,,
38.47712326049805,27,,,
26.500104904174805,28,,,
33.76164627075195,29,,,
40.45097351074219,30,,,
49.81351852416992,31,,,
43.08894348144531,32,,,
41.76016616821289,33,,,
57.56515121459961,34,,,
59.33409118652344,35,,,
61.535804748535156,36,,,
54.48177719116211,37,,,
45.21914291381836,38,,,
54.169189453125,39,,,
197.54678344726562,40,,,
40.849266052246094,41,,,
49.33320617675781,42,,,
35.02730941772461,43,,,
217.41368103027344,44,,,
60.5946159362793,45,,,
46.94504928588867,46,,,
78.4629135131836,47,,,
49.87919235229492,48,,,
157.6848907470703,49,,,
41.296142578125,50,,,
51.38579177856445,51,,,
51.922706604003906,52,,,
62.16300964355469,53,,,
48.999473571777344,54,,,
72.41920471191406,55,,,
55.55318832397461,56,,,
59.5567512512207,57,,,
50.73686599731445,58,,,
42.0576057434082,59,,,
42.239200592041016,60,,,
46.38642883300781,61,,,
48.464969635009766,62,,,
33.9864501953125,63,,,
588.1819458007812,64,,,
46.91783905029297,65,,,
34.233421325683594,66,,,
71.67627716064453,67,,,
42.60697555541992,68,,,
67.17764282226562,69,,,
63.76247024536133,70,,,
48.50170135498047,71,,,
48.919403076171875,72,,,
36.21699142456055,73,,,
44.85318374633789,74,,,
34.39701461791992,75,,,
67.43897247314453,76,,,
108.26419067382812,77,,,
72.1739273071289,78,,,
62.52335739135742,79,,,
55.115806579589844,80,,,
29.606416702270508,81,,,
42.67625427246094,82,,,
73.19862365722656,83,,,
36.66825866699219,84,,,
70.7570571899414,85,,,
45.41024398803711,86,,,
91.02703857421875,87,,,
68.17720794677734,88,,,
92.94158935546875,89,,,
114.43003845214844,90,,,
40.07257843017578,91,,,
54.3381462097168,92,,,
26.206043243408203,93,,,
66.37816619873047,94,,,
38.38447570800781,95,,,
41.314815521240234,96,,,
60.37826156616211,97,,,
389.8377685546875,98,,,
55.79364013671875,99,,,
105.72685241699219,100,,,
64.83753204345703,101,,,
36.1190071105957,102,,,
40.50263214111328,103,,,
72.2795639038086,104,,,
72.22769927978516,105,,,
47.32215881347656,106,,,
42.45834732055664,107,,,
66.11607360839844,108,,,
54.57878875732422,109,,,
39.74691390991211,110,,,
59.47061538696289,111,,,
41.00773620605469,112,,,
78.56501770019531,113,,,
141.91139221191406,114,,,
46.45975875854492,115,,,
51.30305862426758,116,,,
80.54412078857422,117,,,
45.57353591918945,118,,,
67.17272186279297,119,,,
174.4586944580078,120,,,
49.181331634521484,121,,,
52.132484436035156,122,,,
57.52396774291992,123,,,
56.45829391479492,124,,,
64.40336608886719,125,,,
43.80009460449219,126,,,
61.52999496459961,127,,,
59.11266326904297,128,,,
62.47663497924805,129,,,
57.342445373535156,130,,,
76.3226547241211,131,,,
45.746036529541016,132,,,
36.29300308227539,133,,,
49.597862243652344,134,,,
252.91452026367188,135,,,
215.97348022460938,136,,,
37.89501953125,137,,,
46.2830924987793,138,,,
51.96803283691406,139,,,
53.13047409057617,140,,,
